"handle","name","dataset_id","type","geo_age","cc"
"COWDEN","Cowden Lake",15487,"Core top_33673",-54,0
"COWDEN","Cowden Lake",15487,"Radiocarbon_33674",154,1
"COWDEN","Cowden Lake",15487,"Radiocarbon_33675",823,1
"COWDEN","Cowden Lake",15487,"Radiocarbon_33676",2546,1
"HICKSMI","Hicks Lake",15492,"Core top_33682",-54,0
"HICKSMI","Hicks Lake",15492,"Radiocarbon_33683",154,1
"HICKSMI","Hicks Lake",15492,"Radiocarbon_33684",857,1
"HICKSMI","Hicks Lake",15492,"Radiocarbon_33685",2714,1
"MORRIMI","Morrison Lake",15511,"Core top_33711",-54,0
"MORRIMI","Morrison Lake",15511,"Radiocarbon_33712",154,1
"MORRIMI","Morrison Lake",15511,"Radiocarbon_33713",2000,1
"MORRIMI","Morrison Lake",15511,"Radiocarbon_33714",2055,1
"BUCKMI","Buck Lake",15660,"Core top_34011",-33,0
"BUCKMI","Buck Lake",15660,"Settlement_34012",80,0
"BUCKMI","Buck Lake",15660,"Radiocarbon_34013",2940,1
"BUCKMI","Buck Lake",15660,"Radiocarbon_34014",3350,1
"BUCKMI","Buck Lake",15660,"Radiocarbon_34015",5150,1
"BUCKMI","Buck Lake",15660,"Radiocarbon_34016",5700,1
"KERRMI","Kerr Lake",15916,"Core top_34846",-44,0
"KERRMI","Kerr Lake",15916,"Radiocarbon_34847",7520,1
"CROOKEDN","Crooked Lake",15919,"Core top_34851",-44,0
"CROOKEDN","Crooked Lake",15919,"Radiocarbon_34852",1750,1
"CROOKEDN","Crooked Lake",15919,"Radiocarbon_34853",3285,1
"CROOKEDN","Crooked Lake",15919,"Radiocarbon_34854",5220,1
"CROOKEDN","Crooked Lake",15919,"Radiocarbon_34855",6465,1
"CROOKEDN","Crooked Lake",15919,"Radiocarbon_34856",10110,1
"JAYLAKE","Jay Lake",15922,"Core top_34857",-46,0
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34858",810,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34859",1820,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34860",4730,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34861",6070,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34862",8440,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34863",8440,1
"JAYLAKE","Jay Lake",15922,"Radiocarbon_34864",9280,1
"LORRAINE","Lorraine Lake",17404,"Core top_37502",-30,0
"LORRAINE","Lorraine Lake",17404,"Ambrosia rise_37503",100,0
"LORRAINE","Lorraine Lake",17404,"Radiocarbon_37504",2705,1
"LORRAINE","Lorraine Lake",17404,"Radiocarbon_37505",4583,1
"LORRAINE","Lorraine Lake",17404,"Radiocarbon_37506",7020,1
"LORRAINE","Lorraine Lake",17404,"Radiocarbon_37507",9500,1
"PENEGOR","Penegor Lake",17406,"Core top_37522",-35,0
"PENEGOR","Penegor Lake",17406,"Ambrosia rise_37523",80,0
"PENEGOR","Penegor Lake",17406,"Radiocarbon_37524",3070,1
"PENEGOR","Penegor Lake",17406,"Radiocarbon_37525",4550,1
"PENEGOR","Penegor Lake",17406,"Radiocarbon_37526",5440,1
"PENEGOR","Penegor Lake",17406,"Radiocarbon_37527",7190,1
"PENEGOR","Penegor Lake",17406,"Radiocarbon_37528",8670,1
